Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Audio,ANSWER,Test1,Test2
1,1.60124E+12,27/09/2020 20:59:01,1.60124E+12,-4,27/09/2020 16:59:04,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1.60124E+12,27/09/2020 20:59:21,1.60124E+12,-4,27/09/2020 16:59:24,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,18319.79,,,,,0,1,0,,,,,,Test Description,,,,
3,1.60124E+12,27/09/2020 20:59:22,1.60124E+12,-4,27/09/2020 16:59:25,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,1,1,Screen 1,audio,content_audio,1469.265,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
4,1.60124E+12,27/09/2020 20:59:22,1.60124E+12,-4,27/09/2020 16:59:26,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,1,2,Screen 2,fixation,fixation,450.088,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
5,1.60124E+12,27/09/2020 20:59:24,1.60124E+12,-4,27/09/2020 16:59:27,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,1,3,Screen 3,advancementZone,content_audio,1475.155,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
6,1.60124E+12,27/09/2020 20:59:32,1.60124E+12,-4,27/09/2020 16:59:35,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,1,4,Screen 4,buttonA,response_button_image,7871.365,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
7,1.60124E+12,27/09/2020 20:59:33,1.60124E+12,-4,27/09/2020 16:59:36,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,2,1,Screen 1,audio,content_audio,1477.65,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
8,1.60124E+12,27/09/2020 20:59:34,1.60124E+12,-4,27/09/2020 16:59:37,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,2,2,Screen 2,fixation,fixation,449.941,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
9,1.60124E+12,27/09/2020 20:59:35,1.60124E+12,-4,27/09/2020 16:59:38,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,2,3,Screen 3,advancementZone,content_audio,1462.61,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
10,1.60124E+12,27/09/2020 20:59:38,1.60124E+12,-4,27/09/2020 16:59:41,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,2,4,Screen 4,buttonA,response_button_image,3002.685,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
11,1.60124E+12,27/09/2020 20:59:40,1.60124E+12,-4,27/09/2020 16:59:43,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,3,1,Screen 1,audio,content_audio,1472.105,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
12,1.60124E+12,27/09/2020 20:59:40,1.60124E+12,-4,27/09/2020 16:59:43,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,3,2,Screen 2,fixation,fixation,450.033,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
13,1.60124E+12,27/09/2020 20:59:42,1.60124E+12,-4,27/09/2020 16:59:45,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,3,3,Screen 3,advancementZone,content_audio,1464.265,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
14,1.60124E+12,27/09/2020 20:59:44,1.60124E+12,-4,27/09/2020 16:59:47,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,3,4,Screen 4,buttonA,response_button_image,1934.37,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
15,1.60124E+12,27/09/2020 20:59:45,1.60124E+12,-4,27/09/2020 16:59:48,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,4,1,Screen 1,audio,content_audio,1475.43,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
16,1.60124E+12,27/09/2020 20:59:46,1.60124E+12,-4,27/09/2020 16:59:49,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,4,2,Screen 2,fixation,fixation,449.984,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
17,1.60124E+12,27/09/2020 20:59:47,1.60124E+12,-4,27/09/2020 16:59:50,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,4,3,Screen 3,advancementZone,content_audio,1478.835,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
18,1.60124E+12,27/09/2020 20:59:49,1.60124E+12,-4,27/09/2020 16:59:52,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,4,4,Screen 4,buttonB,response_button_image,2160.94,,,Arnie_2.png,1,1,0,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
19,1.60124E+12,27/09/2020 20:59:51,1.60124E+12,-4,27/09/2020 16:59:54,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,5,1,Screen 1,audio,content_audio,1454.515,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
20,1.60124E+12,27/09/2020 20:59:51,1.60124E+12,-4,27/09/2020 16:59:54,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,5,2,Screen 2,fixation,fixation,450.091,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
21,1.60124E+12,27/09/2020 20:59:53,1.60124E+12,-4,27/09/2020 16:59:56,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,5,3,Screen 3,advancementZone,content_audio,1477.285,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
22,1.60124E+12,27/09/2020 20:59:54,1.60124E+12,-4,27/09/2020 16:59:58,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,5,4,Screen 4,buttonA,response_button_image,1777.785,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
23,1.60124E+12,27/09/2020 20:59:56,1.60124E+12,-4,27/09/2020 16:59:59,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,6,1,Screen 1,audio,content_audio,1473.18,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
24,1.60124E+12,27/09/2020 20:59:56,1.60124E+12,-4,27/09/2020 16:59:59,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,6,2,Screen 2,fixation,fixation,450.002,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
25,1.60124E+12,27/09/2020 20:59:58,1.60124E+12,-4,27/09/2020 17:00:01,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,6,3,Screen 3,advancementZone,content_audio,1465.17,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
26,1.60124E+12,27/09/2020 21:00:00,1.60124E+12,-4,27/09/2020 17:00:03,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,6,4,Screen 4,buttonB,response_button_image,2145.665,,,Arnie_2.png,1,1,0,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
27,1.60124E+12,27/09/2020 21:00:02,1.60124E+12,-4,27/09/2020 17:00:05,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,7,1,Screen 1,audio,content_audio,1472.78,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
28,1.60124E+12,27/09/2020 21:00:02,1.60124E+12,-4,27/09/2020 17:00:05,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,7,2,Screen 2,fixation,fixation,450.095,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
29,1.60124E+12,27/09/2020 21:00:03,1.60124E+12,-4,27/09/2020 17:00:07,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,7,3,Screen 3,advancementZone,content_audio,1458.995,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
30,1.60124E+12,27/09/2020 21:00:05,1.60124E+12,-4,27/09/2020 17:00:08,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,7,4,Screen 4,buttonA,response_button_image,1161.95,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
31,1.60124E+12,27/09/2020 21:00:06,1.60124E+12,-4,27/09/2020 17:00:09,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,8,1,Screen 1,audio,content_audio,1475.65,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
32,1.60124E+12,27/09/2020 21:00:07,1.60124E+12,-4,27/09/2020 17:00:10,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,8,2,Screen 2,fixation,fixation,450.02,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
33,1.60124E+12,27/09/2020 21:00:08,1.60124E+12,-4,27/09/2020 17:00:11,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,8,3,Screen 3,advancementZone,content_audio,1460.055,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
34,1.60124E+12,27/09/2020 21:00:09,1.60124E+12,-4,27/09/2020 17:00:12,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,8,4,Screen 4,buttonB,response_button_image,1005.23,,,Arnie_2.png,1,1,0,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
35,1.60124E+12,27/09/2020 21:00:11,1.60124E+12,-4,27/09/2020 17:00:14,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,9,1,Screen 1,audio,content_audio,1480.72,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
36,1.60124E+12,27/09/2020 21:00:11,1.60124E+12,-4,27/09/2020 17:00:14,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,9,2,Screen 2,fixation,fixation,449.972,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
37,1.60124E+12,27/09/2020 21:00:13,1.60124E+12,-4,27/09/2020 17:00:16,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,9,3,Screen 3,advancementZone,content_audio,1468.355,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
38,1.60124E+12,27/09/2020 21:00:14,1.60124E+12,-4,27/09/2020 17:00:17,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,9,4,Screen 4,buttonA,response_button_image,1431.45,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
39,1.60124E+12,27/09/2020 21:00:15,1.60124E+12,-4,27/09/2020 17:00:19,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,10,1,Screen 1,audio,content_audio,1481.605,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
40,1.60124E+12,27/09/2020 21:00:16,1.60124E+12,-4,27/09/2020 17:00:19,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,10,2,Screen 2,fixation,fixation,449.994,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
41,1.60124E+12,27/09/2020 21:00:17,1.60124E+12,-4,27/09/2020 17:00:20,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,10,3,Screen 3,advancementZone,content_audio,1463.865,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
42,1.60124E+12,27/09/2020 21:00:19,1.60124E+12,-4,27/09/2020 17:00:22,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,10,4,Screen 4,buttonB,response_button_image,1853.16,,,Arnie_2.png,1,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
43,1.60124E+12,27/09/2020 21:00:21,1.60124E+12,-4,27/09/2020 17:00:24,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,11,1,Screen 1,audio,content_audio,1474.455,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
44,1.60124E+12,27/09/2020 21:00:21,1.60124E+12,-4,27/09/2020 17:00:24,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,11,2,Screen 2,fixation,fixation,450.022,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
45,1.60124E+12,27/09/2020 21:00:23,1.60124E+12,-4,27/09/2020 17:00:26,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,11,3,Screen 3,advancementZone,content_audio,1476.315,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
46,1.60124E+12,27/09/2020 21:00:24,1.60124E+12,-4,27/09/2020 17:00:27,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,11,4,Screen 4,buttonA,response_button_image,1317.895,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
47,1.60124E+12,27/09/2020 21:00:25,1.60124E+12,-4,27/09/2020 17:00:29,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,12,1,Screen 1,audio,content_audio,1443.625,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
48,1.60124E+12,27/09/2020 21:00:26,1.60124E+12,-4,27/09/2020 17:00:29,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,12,2,Screen 2,fixation,fixation,449.906,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
49,1.60124E+12,27/09/2020 21:00:27,1.60124E+12,-4,27/09/2020 17:00:30,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,12,3,Screen 3,advancementZone,content_audio,1461.17,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
50,1.60124E+12,27/09/2020 21:00:29,1.60124E+12,-4,27/09/2020 17:00:32,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,12,4,Screen 4,buttonA,response_button_image,1212.43,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
51,1.60124E+12,27/09/2020 21:00:29,1.60124E+12,-4,27/09/2020 17:00:32,23213,10,task-l2fh,,6981359,BLIND,2012770,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,,,END TASK,,,,,87714,,,,,0,1,0,,,,,,,,,,
1,1.60331E+12,21/10/2020 20:08:31,1.60331E+12,-4,21/10/2020 16:08:30,23213,10,task-l2fh,,7374409,BLIND,2152736,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1.60331E+12,21/10/2020 20:08:57,1.60331E+12,-4,21/10/2020 16:08:56,23213,10,task-l2fh,,7374409,BLIND,2152736,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,24147.89,,,,,0,1,0,,,,,,Test Description,,,,
3,1.60331E+12,21/10/2020 20:08:59,1.60331E+12,-4,21/10/2020 16:08:58,23213,10,task-l2fh,,7374409,BLIND,2152736,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,1,1,Screen 1,audio,content_audio,1675.125,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
4,1.60331E+12,21/10/2020 20:09:00,1.60331E+12,-4,21/10/2020 16:08:58,23213,10,task-l2fh,,7374409,BLIND,2152736,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,1,2,Screen 2,fixation,fixation,449.579,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
5,1.60331E+12,21/10/2020 20:09:01,1.60331E+12,-4,21/10/2020 16:09:00,23213,10,task-l2fh,,7374409,BLIND,2152736,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,1,3,Screen 3,advancementZone,content_audio,1654.165,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
6,1.60331E+12,21/10/2020 20:09:17,1.60331E+12,-4,21/10/2020 16:09:16,23213,10,task-l2fh,,7374409,BLIND,2152736,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,1,4,Screen 4,buttonA,response_button_image,15676.24,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
