Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Audio,ANSWER,Test1,Test2
45,1.60331E+12,21/10/2020 20:23:51,1.60331E+12,-4,21/10/2020 16:23:50,23213,10,task-l2fh,,7374723,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,11,3,Screen 3,advancementZone,content_audio,1671.185,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
46,1.60331E+12,21/10/2020 20:23:55,1.60331E+12,-4,21/10/2020 16:23:53,23213,10,task-l2fh,,7374723,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,11,4,Screen 4,buttonA,response_button_image,2730.625,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
47,1.60331E+12,21/10/2020 20:23:56,1.60331E+12,-4,21/10/2020 16:23:55,23213,10,task-l2fh,,7374723,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,12,1,Screen 1,audio,content_audio,1642.305,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
48,1.60331E+12,21/10/2020 20:23:57,1.60331E+12,-4,21/10/2020 16:23:55,23213,10,task-l2fh,,7374723,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,12,2,Screen 2,fixation,fixation,449.575,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
49,1.60331E+12,21/10/2020 20:23:58,1.60331E+12,-4,21/10/2020 16:23:57,23213,10,task-l2fh,,7374723,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,12,3,Screen 3,advancementZone,content_audio,1662.385,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
50,1.60331E+12,21/10/2020 20:24:00,1.60331E+12,-4,21/10/2020 16:23:59,23213,10,task-l2fh,,7374723,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,12,4,Screen 4,buttonB,response_button_image,2159.305,,,Arnie_2.png,1,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
51,1.60331E+12,21/10/2020 20:24:00,1.60331E+12,-4,21/10/2020 16:23:59,23213,10,task-l2fh,,7374723,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,,,END TASK,,,,,104647,,,,,0,1,0,,,,,,,,,,
1,1.60122E+12,27/09/2020 15:19:15,1.60122E+12,-4,27/09/2020 11:19:16,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1.60122E+12,27/09/2020 15:19:45,1.60122E+12,-4,27/09/2020 11:19:46,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,28694.45,,,,,0,1,0,,,,,,Test Description,,,,
3,1.60122E+12,27/09/2020 15:19:46,1.60122E+12,-4,27/09/2020 11:19:47,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,1,1,Screen 1,audio,content_audio,1473.81,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
4,1.60122E+12,27/09/2020 15:19:47,1.60122E+12,-4,27/09/2020 11:19:48,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,1,2,Screen 2,fixation,fixation,450,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
5,1.60122E+12,27/09/2020 15:19:48,1.60122E+12,-4,27/09/2020 11:19:49,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,1,3,Screen 3,advancementZone,content_audio,1491.095,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
6,1.60122E+12,27/09/2020 15:20:12,1.60122E+12,-4,27/09/2020 11:20:13,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,1,4,Screen 4,buttonA,response_button_image,23591.375,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
7,1.60122E+12,27/09/2020 15:20:14,1.60122E+12,-4,27/09/2020 11:20:15,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,2,1,Screen 1,audio,content_audio,1567.03,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
8,1.60122E+12,27/09/2020 15:20:14,1.60122E+12,-4,27/09/2020 11:20:15,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,2,2,Screen 2,fixation,fixation,450.063,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
9,1.60122E+12,27/09/2020 15:20:16,1.60122E+12,-4,27/09/2020 11:20:16,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,2,3,Screen 3,advancementZone,content_audio,1497.72,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
10,1.60122E+12,27/09/2020 15:20:18,1.60122E+12,-4,27/09/2020 11:20:19,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,2,4,Screen 4,buttonB,response_button_image,2055.635,,,Arnie_2.png,1,1,0,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
11,1.60122E+12,27/09/2020 15:20:19,1.60122E+12,-4,27/09/2020 11:20:20,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,3,1,Screen 1,audio,content_audio,1493.88,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
12,1.60122E+12,27/09/2020 15:20:20,1.60122E+12,-4,27/09/2020 11:20:20,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,3,2,Screen 2,fixation,fixation,450.271,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
13,1.60122E+12,27/09/2020 15:20:21,1.60122E+12,-4,27/09/2020 11:20:22,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,3,3,Screen 3,advancementZone,content_audio,1482.175,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
14,1.60122E+12,27/09/2020 15:20:24,1.60122E+12,-4,27/09/2020 11:20:25,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,3,4,Screen 4,buttonB,response_button_image,3061.655,,,Arnie_2.png,1,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
15,1.60122E+12,27/09/2020 15:20:26,1.60122E+12,-4,27/09/2020 11:20:27,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,4,1,Screen 1,audio,content_audio,1458,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
16,1.60122E+12,27/09/2020 15:20:26,1.60122E+12,-4,27/09/2020 11:20:27,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,4,2,Screen 2,fixation,fixation,450.049,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
17,1.60122E+12,27/09/2020 15:20:28,1.60122E+12,-4,27/09/2020 11:20:28,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,4,3,Screen 3,advancementZone,content_audio,1484.725,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
18,1.60122E+12,27/09/2020 15:20:29,1.60122E+12,-4,27/09/2020 11:20:30,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,4,4,Screen 4,buttonA,response_button_image,1547.53,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
19,1.60122E+12,27/09/2020 15:20:31,1.60122E+12,-4,27/09/2020 11:20:32,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,5,1,Screen 1,audio,content_audio,1501.57,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
20,1.60122E+12,27/09/2020 15:20:31,1.60122E+12,-4,27/09/2020 11:20:32,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,5,2,Screen 2,fixation,fixation,449.997,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
21,1.60122E+12,27/09/2020 15:20:33,1.60122E+12,-4,27/09/2020 11:20:33,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,5,3,Screen 3,advancementZone,content_audio,1488.59,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
22,1.60122E+12,27/09/2020 15:20:35,1.60122E+12,-4,27/09/2020 11:20:36,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,5,4,Screen 4,buttonB,response_button_image,2282.665,,,Arnie_2.png,1,1,0,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
23,1.60122E+12,27/09/2020 15:20:36,1.60122E+12,-4,27/09/2020 11:20:37,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,6,1,Screen 1,audio,content_audio,1504.94,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
24,1.60122E+12,27/09/2020 15:20:37,1.60122E+12,-4,27/09/2020 11:20:38,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,6,2,Screen 2,fixation,fixation,450.016,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
25,1.60122E+12,27/09/2020 15:20:38,1.60122E+12,-4,27/09/2020 11:20:39,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,6,3,Screen 3,advancementZone,content_audio,1477.815,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
26,1.60122E+12,27/09/2020 15:20:40,1.60122E+12,-4,27/09/2020 11:20:41,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,6,4,Screen 4,buttonA,response_button_image,1444.385,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
27,1.60122E+12,27/09/2020 15:20:41,1.60122E+12,-4,27/09/2020 11:20:42,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,7,1,Screen 1,audio,content_audio,1484.03,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
28,1.60122E+12,27/09/2020 15:20:42,1.60122E+12,-4,27/09/2020 11:20:43,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,7,2,Screen 2,fixation,fixation,450.068,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
29,1.60122E+12,27/09/2020 15:20:43,1.60122E+12,-4,27/09/2020 11:20:44,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,7,3,Screen 3,advancementZone,content_audio,1474.255,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
30,1.60122E+12,27/09/2020 15:20:44,1.60122E+12,-4,27/09/2020 11:20:45,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,7,4,Screen 4,buttonB,response_button_image,943.01,,,Arnie_2.png,1,1,0,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
31,1.60122E+12,27/09/2020 15:20:46,1.60122E+12,-4,27/09/2020 11:20:47,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,8,1,Screen 1,audio,content_audio,1486.425,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
32,1.60122E+12,27/09/2020 15:20:46,1.60122E+12,-4,27/09/2020 11:20:47,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,8,2,Screen 2,fixation,fixation,450,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
33,1.60122E+12,27/09/2020 15:20:48,1.60122E+12,-4,27/09/2020 11:20:49,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,8,3,Screen 3,advancementZone,content_audio,1489.7,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
34,1.60122E+12,27/09/2020 15:20:49,1.60122E+12,-4,27/09/2020 11:20:50,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,13,8,4,Screen 4,buttonA,response_button_image,1074.39,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
35,1.60122E+12,27/09/2020 15:20:50,1.60122E+12,-4,27/09/2020 11:20:51,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,9,1,Screen 1,audio,content_audio,1491.995,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
36,1.60122E+12,27/09/2020 15:20:51,1.60122E+12,-4,27/09/2020 11:20:52,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,9,2,Screen 2,fixation,fixation,450.002,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
37,1.60122E+12,27/09/2020 15:20:52,1.60122E+12,-4,27/09/2020 11:20:53,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,9,3,Screen 3,advancementZone,content_audio,1497.14,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
38,1.60122E+12,27/09/2020 15:21:13,1.60122E+12,-4,27/09/2020 11:21:14,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,9,4,Screen 4,buttonA,response_button_image,20513.84,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
39,1.60122E+12,27/09/2020 15:21:14,1.60122E+12,-4,27/09/2020 11:21:15,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,10,1,Screen 1,audio,content_audio,1559.52,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
40,1.60122E+12,27/09/2020 15:21:15,1.60122E+12,-4,27/09/2020 11:21:16,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,10,2,Screen 2,fixation,fixation,450.027,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
41,1.60122E+12,27/09/2020 15:21:16,1.60122E+12,-4,27/09/2020 11:21:17,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,10,3,Screen 3,advancementZone,content_audio,1478.66,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
42,1.60122E+12,27/09/2020 15:21:21,1.60122E+12,-4,27/09/2020 11:21:21,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,10,4,Screen 4,buttonB,response_button_image,4340.415,,,Arnie_2.png,1,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
43,1.60122E+12,27/09/2020 15:21:22,1.60122E+12,-4,27/09/2020 11:21:23,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,11,1,Screen 1,audio,content_audio,1479.145,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
44,1.60122E+12,27/09/2020 15:21:22,1.60122E+12,-4,27/09/2020 11:21:23,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,11,2,Screen 2,fixation,fixation,449.976,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
45,1.60122E+12,27/09/2020 15:21:24,1.60122E+12,-4,27/09/2020 11:21:25,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,11,3,Screen 3,advancementZone,content_audio,1472.93,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
46,1.60122E+12,27/09/2020 15:21:31,1.60122E+12,-4,27/09/2020 11:21:32,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,11,4,Screen 4,buttonA,response_button_image,7012.5,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
47,1.60122E+12,27/09/2020 15:21:32,1.60122E+12,-4,27/09/2020 11:21:33,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,12,1,Screen 1,audio,content_audio,1487.735,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
48,1.60122E+12,27/09/2020 15:21:33,1.60122E+12,-4,27/09/2020 11:21:34,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,12,2,Screen 2,fixation,fixation,450.028,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
49,1.60122E+12,27/09/2020 15:21:34,1.60122E+12,-4,27/09/2020 11:21:35,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,12,3,Screen 3,advancementZone,content_audio,1480.105,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
50,1.60122E+12,27/09/2020 15:21:37,1.60122E+12,-4,27/09/2020 11:21:38,23213,10,task-l2fh,,6979129,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,12,4,Screen 4,buttonA,response_button_image,2315.405,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
