Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,button,table,stim1,stim2,audio,toy1,toy2,toy3,toy4,mary
30,1.60115E+12,26/09/2020 18:31:59,1.60115E+12,-4,26/09/2020 14:32:00,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,13,14,2,Screen 1,Zone2,response_button_image,790.3,,,alien_gaz5.png,1,1,0,0,,,,,1,trials,alien_gaz5.png,,empty table.png,alien_gaz5.png,dino_gaz5.png,like_gaz_alien.mp3,,,,,
31,1.60115E+12,26/09/2020 18:32:07,1.60115E+12,-4,26/09/2020 14:32:08,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,8,15,1,LearningTrial1,Zone3,content_audio,7745.3,,,,,0,1,0,,,,,1,trials,alien_stad5.png,,empty table.png,alien_stad5.png,dino_stad5.png,like_stad_alien.mp3,,,,,
32,1.60115E+12,26/09/2020 18:32:08,1.60115E+12,-4,26/09/2020 14:32:09,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,8,15,2,Screen 1,Zone2,response_button_image,1033.2,,,alien_stad5.png,1,1,0,0,,,,,1,trials,alien_stad5.png,,empty table.png,alien_stad5.png,dino_stad5.png,like_stad_alien.mp3,,,,,
33,1.60115E+12,26/09/2020 18:32:17,1.60115E+12,-4,26/09/2020 14:32:18,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,6,16,1,LearningTrial1,Zone3,content_audio,8156.5,,,,,0,1,0,,,,,1,trials,alien_pru5.png,,empty table.png,dino_pru5.png,alien_pru5.png,like_pru_alien.mp3,,,,,
34,1.60115E+12,26/09/2020 18:32:18,1.60115E+12,-4,26/09/2020 14:32:19,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,6,16,2,Screen 1,Zone4,response_button_image,1291.6,,,alien_pru5.png,1,1,0,0,,,,,1,trials,alien_pru5.png,,empty table.png,dino_pru5.png,alien_pru5.png,like_pru_alien.mp3,,,,,
35,1.60115E+12,26/09/2020 18:32:28,1.60115E+12,-4,26/09/2020 14:32:28,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,7,17,1,LearningTrial1,Zone3,content_audio,9484.4,,,,,0,1,0,,,,,1,trials,alien_wilp5.png,,empty table.png,dino_wilp5.png,alien_wilp5.png,want_wilp_alien.mp3,,,,,
36,1.60115E+12,26/09/2020 18:32:29,1.60115E+12,-4,26/09/2020 14:32:29,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,7,17,2,Screen 1,Zone4,response_button_image,44.89999998,,,alien_wilp5.png,1,1,0,0,,,,,1,trials,alien_wilp5.png,,empty table.png,dino_wilp5.png,alien_wilp5.png,want_wilp_alien.mp3,,,,,
37,1.60115E+12,26/09/2020 18:32:37,1.60115E+12,-4,26/09/2020 14:32:37,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,5,18,1,LearningTrial1,Zone3,content_audio,8799.2,,,,,0,1,0,,,,,1,trials,dino_gaz5.png,,empty table.png,dino_gaz5.png,alien_gaz5.png,want_gaz_dino.mp3,,,,,
38,1.60115E+12,26/09/2020 18:32:38,1.60115E+12,-4,26/09/2020 14:32:39,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,5,18,2,Screen 1,Zone2,response_button_image,1916.2,,,dino_gaz5.png,1,1,0,0,,,,,1,trials,dino_gaz5.png,,empty table.png,dino_gaz5.png,alien_gaz5.png,want_gaz_dino.mp3,,,,,
39,1.60115E+12,26/09/2020 18:32:48,1.60115E+12,-4,26/09/2020 14:32:49,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,12,19,1,LearningTrial1,Zone3,content_audio,9030.4,,,,,0,1,0,,,,,1,trials,alien_zeb5.png,,empty table.png,alien_zeb5.png,dino_zeb5.png,want_zeb_alien.mp3,,,,,
40,1.60115E+12,26/09/2020 18:32:49,1.60115E+12,-4,26/09/2020 14:32:50,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,12,19,2,Screen 1,Zone2,response_button_image,1627,,,alien_zeb5.png,1,1,0,0,,,,,1,trials,alien_zeb5.png,,empty table.png,alien_zeb5.png,dino_zeb5.png,want_zeb_alien.mp3,,,,,
41,1.60115E+12,26/09/2020 18:32:59,1.60115E+12,-4,26/09/2020 14:33:00,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,15,20,1,LearningTrial1,Zone3,content_audio,9809.5,,,,,0,1,0,,,,,1,trials,dino_wilp5.png,,empty table.png,alien_wilp5.png,dino_wilp5.png,like_wilp_dino.mp3,,,,,
42,1.60115E+12,26/09/2020 18:33:00,1.60115E+12,-4,26/09/2020 14:33:01,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,15,20,2,Screen 1,Zone4,response_button_image,811.9000001,,,dino_wilp5.png,1,1,0,0,,,,,1,trials,dino_wilp5.png,,empty table.png,alien_wilp5.png,dino_wilp5.png,like_wilp_dino.mp3,,,,,
43,1.60115E+12,26/09/2020 18:33:07,1.60115E+12,-4,26/09/2020 14:33:08,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,22,1,1,Screen 1,advancementZone,response_button_image,7066.1,,,green.png,1,0,1,0,,,,,,Break,,green.png,,,,,,,,,
44,1.60115E+12,26/09/2020 18:33:11,1.60115E+12,-4,26/09/2020 14:33:12,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,29,1,1,Screen 1,buttonB,response_button_image,3782,,,wilp.png,1,1,0,0,,,,,2,Recalling,wilp.png,,,,,which_wilp.mp3,pru.png,doff.png,bink.png,wilp.png,
45,1.60115E+12,26/09/2020 18:33:19,1.60115E+12,-4,26/09/2020 14:33:20,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,24,2,1,Screen 1,buttonA,response_button_image,7504.2,,,pru.png,1,0,1,0,,,,,2,Recalling,blap.png,,,,,which_blap.mp3,blap.png,stad.png,pru.png,wilp.png,
46,1.60115E+12,26/09/2020 18:33:23,1.60115E+12,-4,26/09/2020 14:33:24,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,26,3,1,Screen 1,buttonB,response_button_image,4525.2,,,zeb.png,1,0,1,0,,,,,2,Recalling,gaz.png,,,,,which_gaz.mp3,gaz.png,pru.png,stad.png,zeb.png,
47,1.60115E+12,26/09/2020 18:33:26,1.60115E+12,-4,26/09/2020 14:33:27,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,30,4,1,Screen 1,buttonB,response_button_image,2929.8,,,stad.png,1,0,1,0,,,,,2,Recalling,zeb.png,,,,,which_zeb.mp3,gaz.png,blap.png,zeb.png,stad.png,
48,1.60115E+12,26/09/2020 18:33:30,1.60115E+12,-4,26/09/2020 14:33:31,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,23,5,1,Screen 1,buttonC,response_button_image,3297.5,,,bink.png,1,1,0,0,,,,,2,Recalling,bink.png,,,,,which_bink.mp3,zeb.png,bink.png,doff.png,gaz.png,
49,1.60115E+12,26/09/2020 18:33:35,1.60115E+12,-4,26/09/2020 14:33:36,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,27,6,1,Screen 1,buttonB,response_button_image,5477.4,,,blap.png,1,0,1,0,,,,,2,Recalling,pru.png,,,,,which_pru.mp3,bink.png,doff.png,pru.png,blap.png,
50,1.60115E+12,26/09/2020 18:33:39,1.60115E+12,-4,26/09/2020 14:33:40,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,28,7,1,Screen 1,buttonD,response_button_image,3780.9,,,gaz.png,1,0,1,0,,,,,2,Recalling,stad.png,,,,,which_stad.mp3,gaz.png,stad.png,wilp.png,zeb.png,
51,1.60115E+12,26/09/2020 18:33:43,1.60115E+12,-4,26/09/2020 14:33:44,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,25,8,1,Screen 1,buttonB,response_button_image,3734.1,,,doff.png,1,1,0,0,,,,,2,Recalling,doff.png,,,,,which_doff.mp3,wilp.png,blap.png,bink.png,doff.png,
52,1.60115E+12,26/09/2020 18:33:44,1.60115E+12,-4,26/09/2020 14:33:45,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,31,1,1,Screen 1,advancementZone,response_button_image,1266.6,,,green.png,1,0,1,0,,,,,,End,,green.png,,,,,,,,,
53,1.60115E+12,26/09/2020 18:33:44,1.60115E+12,-4,26/09/2020 14:33:45,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,,,END TASK,,,,,249965,,,,,0,1,0,,,,,,,,,,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
