Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,button,table,stim1,stim2,audio,toy1,toy2,toy3,toy4,mary
25,1.60122E+12,27/09/2020 15:29:04,1.60122E+12,-4,27/09/2020 11:29:05,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,19,12,1,LearningTrial1,Zone3,content_audio,7331.32,,,,,0,1,0,,,,,1,trials,alien_flower.png,,empty table.png,dino_flower.png,alien_flower.png,flower.mp3,,,,,
26,1.60122E+12,27/09/2020 15:29:08,1.60122E+12,-4,27/09/2020 11:29:08,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,19,12,2,Screen 1,Zone4,response_button_image,2992.36,,,alien_flower.png,1,1,0,0,,,,,1,trials,alien_flower.png,,empty table.png,dino_flower.png,alien_flower.png,flower.mp3,,,,,
27,1.60122E+12,27/09/2020 15:29:16,1.60122E+12,-4,27/09/2020 11:29:17,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,20,13,1,LearningTrial1,Zone3,content_audio,8636.87,,,,,0,1,0,,,,,1,trials,dino_teddy1.png,,empty table.png,alien_teddy.png,dino_teddy1.png,teddybear.mp3,,,,,
28,1.60122E+12,27/09/2020 15:29:17,1.60122E+12,-4,27/09/2020 11:29:18,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,20,13,2,Screen 1,Zone4,response_button_image,725.445,,,dino_teddy1.png,1,1,0,0,,,,,1,trials,dino_teddy1.png,,empty table.png,alien_teddy.png,dino_teddy1.png,teddybear.mp3,,,,,
29,1.60122E+12,27/09/2020 15:29:25,1.60122E+12,-4,27/09/2020 11:29:26,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,13,14,1,LearningTrial1,Zone3,content_audio,8122.745,,,,,0,1,0,,,,,1,trials,alien_gaz5.png,,empty table.png,alien_gaz5.png,dino_gaz5.png,like_gaz_alien.mp3,,,,,
30,1.60122E+12,27/09/2020 15:29:27,1.60122E+12,-4,27/09/2020 11:29:28,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,13,14,2,Screen 1,Zone2,response_button_image,2414.24,,,alien_gaz5.png,1,1,0,0,,,,,1,trials,alien_gaz5.png,,empty table.png,alien_gaz5.png,dino_gaz5.png,like_gaz_alien.mp3,,,,,
31,1.60122E+12,27/09/2020 15:29:36,1.60122E+12,-4,27/09/2020 11:29:37,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,18,15,1,LearningTrial1,Zone3,content_audio,8792.895,,,,,0,1,0,,,,,1,trials,dino_ball.png,,empty table.png,alien_ball1.png,dino_ball.png,ball.mp3,,,,,
32,1.60122E+12,27/09/2020 15:29:37,1.60122E+12,-4,27/09/2020 11:29:38,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,18,15,2,Screen 1,Zone4,response_button_image,391.2450001,,,dino_ball.png,1,1,0,0,,,,,1,trials,dino_ball.png,,empty table.png,alien_ball1.png,dino_ball.png,ball.mp3,,,,,
33,1.60122E+12,27/09/2020 15:29:45,1.60122E+12,-4,27/09/2020 11:29:46,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,9,16,1,LearningTrial1,Zone3,content_audio,8034.6,,,,,0,1,0,,,,,1,trials,alien_blap5.png,,empty table.png,alien_blap5.png,dino_blap5.png,want_blap_alien.mp3,,,,,
34,1.60122E+12,27/09/2020 15:29:46,1.60122E+12,-4,27/09/2020 11:29:47,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,9,16,2,Screen 1,Zone2,response_button_image,1713.84,,,alien_blap5.png,1,1,0,0,,,,,1,trials,alien_blap5.png,,empty table.png,alien_blap5.png,dino_blap5.png,want_blap_alien.mp3,,,,,
35,1.60122E+12,27/09/2020 15:29:57,1.60122E+12,-4,27/09/2020 11:29:57,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,4,17,1,LearningTrial1,Zone3,content_audio,10094.7,,,,,0,1,0,,,,,1,trials,dino_zeb5.png,,empty table.png,dino_zeb5.png,alien_zeb5.png,like_zeb_dino.mp3,,,,,
36,1.60122E+12,27/09/2020 15:29:57,1.60122E+12,-4,27/09/2020 11:29:58,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,4,17,2,Screen 1,Zone2,response_button_image,516.115,,,dino_zeb5.png,1,1,0,0,,,,,1,trials,dino_zeb5.png,,empty table.png,dino_zeb5.png,alien_zeb5.png,like_zeb_dino.mp3,,,,,
37,1.60122E+12,27/09/2020 15:30:06,1.60122E+12,-4,27/09/2020 11:30:07,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,12,18,1,LearningTrial1,Zone3,content_audio,8909.81,,,,,0,1,0,,,,,1,trials,alien_zeb5.png,,empty table.png,alien_zeb5.png,dino_zeb5.png,want_zeb_alien.mp3,,,,,
38,1.60122E+12,27/09/2020 15:30:06,1.60122E+12,-4,27/09/2020 11:30:07,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,12,18,2,Screen 1,Zone2,response_button_image,367.2,,,alien_zeb5.png,1,1,0,0,,,,,1,trials,alien_zeb5.png,,empty table.png,alien_zeb5.png,dino_zeb5.png,want_zeb_alien.mp3,,,,,
39,1.60122E+12,27/09/2020 15:30:15,1.60122E+12,-4,27/09/2020 11:30:16,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,2,19,1,LearningTrial1,Zone3,content_audio,8277.815,,,,,0,1,0,,,,,1,trials,dino_bink5.png,,empty table.png,alien_bink5.png,dino_bink5.png,like_bink_dino.mp3,,,,,
40,1.60122E+12,27/09/2020 15:30:16,1.60122E+12,-4,27/09/2020 11:30:17,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,2,19,2,Screen 1,Zone4,response_button_image,1061.71,,,dino_bink5.png,1,1,0,0,,,,,1,trials,dino_bink5.png,,empty table.png,alien_bink5.png,dino_bink5.png,like_bink_dino.mp3,,,,,
41,1.60122E+12,27/09/2020 15:30:25,1.60122E+12,-4,27/09/2020 11:30:26,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,11,20,1,LearningTrial1,Zone3,content_audio,9503.945,,,,,0,1,0,,,,,1,trials,alien_doff5.png,,empty table.png,dino_doff5.png,alien_doff5.png,like_doff_alien.mp3,,,,,
42,1.60122E+12,27/09/2020 15:30:26,1.60122E+12,-4,27/09/2020 11:30:27,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,11,20,2,Screen 1,Zone4,response_button_image,371.2650001,,,alien_doff5.png,1,1,0,0,,,,,1,trials,alien_doff5.png,,empty table.png,dino_doff5.png,alien_doff5.png,like_doff_alien.mp3,,,,,
43,1.60122E+12,27/09/2020 15:30:51,1.60122E+12,-4,27/09/2020 11:30:52,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,22,1,1,Screen 1,advancementZone,response_button_image,25514.94,,,green.png,1,0,1,0,,,,,,Break,,green.png,,,,,,,,,
44,1.60122E+12,27/09/2020 15:31:13,1.60122E+12,-4,27/09/2020 11:31:14,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,25,1,1,Screen 1,buttonD,response_button_image,21948.34,,,wilp.png,1,0,1,0,,,,,2,Recalling,doff.png,,,,,which_doff.mp3,wilp.png,blap.png,bink.png,doff.png,
45,1.60122E+12,27/09/2020 15:31:31,1.60122E+12,-4,27/09/2020 11:31:32,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,26,2,1,Screen 1,buttonC,response_button_image,17640.435,,,pru.png,1,0,1,0,,,,,2,Recalling,gaz.png,,,,,which_gaz.mp3,gaz.png,pru.png,stad.png,zeb.png,
46,1.60122E+12,27/09/2020 15:31:34,1.60122E+12,-4,27/09/2020 11:31:35,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,29,3,1,Screen 1,buttonB,response_button_image,2794.8,,,wilp.png,1,1,0,0,,,,,2,Recalling,wilp.png,,,,,which_wilp.mp3,pru.png,doff.png,bink.png,wilp.png,
47,1.60122E+12,27/09/2020 15:31:37,1.60122E+12,-4,27/09/2020 11:31:37,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,28,4,1,Screen 1,buttonC,response_button_image,2777.325,,,stad.png,1,1,0,0,,,,,2,Recalling,stad.png,,,,,which_stad.mp3,gaz.png,stad.png,wilp.png,zeb.png,
48,1.60122E+12,27/09/2020 15:31:42,1.60122E+12,-4,27/09/2020 11:31:42,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,27,5,1,Screen 1,buttonB,response_button_image,4979.48,,,blap.png,1,0,1,0,,,,,2,Recalling,pru.png,,,,,which_pru.mp3,bink.png,doff.png,pru.png,blap.png,
49,1.60122E+12,27/09/2020 15:31:48,1.60122E+12,-4,27/09/2020 11:31:49,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,30,6,1,Screen 1,buttonA,response_button_image,6410.445,,,zeb.png,1,1,0,0,,,,,2,Recalling,zeb.png,,,,,which_zeb.mp3,gaz.png,blap.png,zeb.png,stad.png,
50,1.60122E+12,27/09/2020 15:31:53,1.60122E+12,-4,27/09/2020 11:31:54,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,23,7,1,Screen 1,buttonC,response_button_image,4882.595,,,bink.png,1,1,0,0,,,,,2,Recalling,bink.png,,,,,which_bink.mp3,zeb.png,bink.png,doff.png,gaz.png,
51,1.60122E+12,27/09/2020 15:31:58,1.60122E+12,-4,27/09/2020 11:31:59,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,24,8,1,Screen 1,buttonD,response_button_image,5566.255,,,blap.png,1,1,0,0,,,,,2,Recalling,blap.png,,,,,which_blap.mp3,blap.png,stad.png,pru.png,wilp.png,
52,1.60122E+12,27/09/2020 15:32:12,1.60122E+12,-4,27/09/2020 11:32:13,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,taught-inferred,31,1,1,Screen 1,advancementZone,response_button_image,13989.64,,,green.png,1,0,1,0,,,,,,End,,green.png,,,,,,,,,
53,1.60122E+12,27/09/2020 15:32:13,1.60122E+12,-4,27/09/2020 11:32:13,23213,10,task-o6yv,,6979149,BLIND,2012127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1311x746,,Learning Task,2,taught-inferred,,,END TASK,,,,,305827,,,,,0,1,0,,,,,,,,,,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.60089E+12,23/09/2020 20:30:10,1.60089E+12,-4,23/09/2020 16:32:21,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1.60089E+12,23/09/2020 20:30:13,1.60089E+12,-4,23/09/2020 16:32:24,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,1,1,1,Screen 1,advancementZone,response_button_image,1904.305,,,green.png,1,0,1,0,,,,,,intro,,green.png,,,,,,,,,
3,1.60089E+12,23/09/2020 20:30:21,1.60089E+12,-4,23/09/2020 16:32:33,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,6,1,1,LearningTrial1,Zone3,content_audio,8022.96,,,,,0,1,0,,,,,1,trials,alien_pru5.png,,empty table.png,dino_pru5.png,alien_pru5.png,like_pru_alien.mp3,,,,,
4,1.60089E+12,23/09/2020 20:30:21,1.60089E+12,-4,23/09/2020 16:32:33,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,6,1,2,Screen 1,Zone4,response_button_image,570.04,,,alien_pru5.png,1,1,0,0,,,,,1,trials,alien_pru5.png,,empty table.png,dino_pru5.png,alien_pru5.png,like_pru_alien.mp3,,,,,
5,1.60089E+12,23/09/2020 20:30:30,1.60089E+12,-4,23/09/2020 16:32:42,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,20,2,1,LearningTrial1,Zone3,content_audio,8578.855,,,,,0,1,0,,,,,1,trials,dino_teddy1.png,,empty table.png,alien_teddy.png,dino_teddy1.png,teddybear.mp3,,,,,
6,1.60089E+12,23/09/2020 20:30:30,1.60089E+12,-4,23/09/2020 16:32:42,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,20,2,2,Screen 1,Zone4,response_button_image,331.82,,,dino_teddy1.png,1,1,0,0,,,,,1,trials,dino_teddy1.png,,empty table.png,alien_teddy.png,dino_teddy1.png,teddybear.mp3,,,,,
7,1.60089E+12,23/09/2020 20:30:39,1.60089E+12,-4,23/09/2020 16:32:50,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,2,3,1,LearningTrial1,Zone3,content_audio,8346,,,,,0,1,0,,,,,1,trials,dino_bink5.png,,empty table.png,alien_bink5.png,dino_bink5.png,like_bink_dino.mp3,,,,,
8,1.60089E+12,23/09/2020 20:30:40,1.60089E+12,-4,23/09/2020 16:32:51,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,2,3,2,Screen 1,Zone4,response_button_image,948.735,,,dino_bink5.png,1,1,0,0,,,,,1,trials,dino_bink5.png,,empty table.png,alien_bink5.png,dino_bink5.png,like_bink_dino.mp3,,,,,
9,1.60089E+12,23/09/2020 20:30:48,1.60089E+12,-4,23/09/2020 16:33:00,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,13,4,1,LearningTrial1,Zone3,content_audio,8169.555,,,,,0,1,0,,,,,1,trials,alien_gaz5.png,,empty table.png,alien_gaz5.png,dino_gaz5.png,like_gaz_alien.mp3,,,,,
10,1.60089E+12,23/09/2020 20:30:48,1.60089E+12,-4,23/09/2020 16:33:00,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,13,4,2,Screen 1,Zone2,response_button_image,346.93,,,alien_gaz5.png,1,1,0,0,,,,,1,trials,alien_gaz5.png,,empty table.png,alien_gaz5.png,dino_gaz5.png,like_gaz_alien.mp3,,,,,
11,1.60089E+12,23/09/2020 20:30:56,1.60089E+12,-4,23/09/2020 16:33:08,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,9,5,1,LearningTrial1,Zone3,content_audio,8075.855,,,,,0,1,0,,,,,1,trials,alien_blap5.png,,empty table.png,alien_blap5.png,dino_blap5.png,want_blap_alien.mp3,,,,,
12,1.60089E+12,23/09/2020 20:30:57,1.60089E+12,-4,23/09/2020 16:33:08,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,9,5,2,Screen 1,Zone2,response_button_image,281.21,,,alien_blap5.png,1,1,0,0,,,,,1,trials,alien_blap5.png,,empty table.png,alien_blap5.png,dino_blap5.png,want_blap_alien.mp3,,,,,
13,1.60089E+12,23/09/2020 20:31:05,1.60089E+12,-4,23/09/2020 16:33:17,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,5,6,1,LearningTrial1,Zone3,content_audio,8681.71,,,,,0,1,0,,,,,1,trials,dino_gaz5.png,,empty table.png,dino_gaz5.png,alien_gaz5.png,want_gaz_dino.mp3,,,,,
14,1.60089E+12,23/09/2020 20:31:06,1.60089E+12,-4,23/09/2020 16:33:18,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,5,6,2,Screen 1,Zone2,response_button_image,403.92,,,dino_gaz5.png,1,1,0,0,,,,,1,trials,dino_gaz5.png,,empty table.png,dino_gaz5.png,alien_gaz5.png,want_gaz_dino.mp3,,,,,
15,1.60089E+12,23/09/2020 20:31:16,1.60089E+12,-4,23/09/2020 16:33:28,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,4,7,1,LearningTrial1,Zone3,content_audio,10133.61,,,,,0,1,0,,,,,1,trials,dino_zeb5.png,,empty table.png,dino_zeb5.png,alien_zeb5.png,like_zeb_dino.mp3,,,,,
16,1.60089E+12,23/09/2020 20:31:17,1.60089E+12,-4,23/09/2020 16:33:28,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,4,7,2,Screen 1,Zone2,response_button_image,533.05,,,dino_zeb5.png,1,1,0,0,,,,,1,trials,dino_zeb5.png,,empty table.png,dino_zeb5.png,alien_zeb5.png,like_zeb_dino.mp3,,,,,
17,1.60089E+12,23/09/2020 20:31:26,1.60089E+12,-4,23/09/2020 16:33:38,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,11,8,1,LearningTrial1,Zone3,content_audio,9509.445,,,,,0,1,0,,,,,1,trials,alien_doff5.png,,empty table.png,dino_doff5.png,alien_doff5.png,like_doff_alien.mp3,,,,,
18,1.60089E+12,23/09/2020 20:31:27,1.60089E+12,-4,23/09/2020 16:33:39,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,11,8,2,Screen 1,Zone4,response_button_image,935.37,,,alien_doff5.png,1,1,0,0,,,,,1,trials,alien_doff5.png,,empty table.png,dino_doff5.png,alien_doff5.png,like_doff_alien.mp3,,,,,
19,1.60089E+12,23/09/2020 20:31:35,1.60089E+12,-4,23/09/2020 16:33:47,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,10,9,1,LearningTrial1,Zone3,content_audio,8240.505,,,,,0,1,0,,,,,1,trials,alien_bink5.png,,empty table.png,dino_bink5.png,alien_bink5.png,want_bink_alien.mp3,,,,,
20,1.60089E+12,23/09/2020 20:31:36,1.60089E+12,-4,23/09/2020 16:33:48,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,10,9,2,Screen 1,Zone4,response_button_image,637.985,,,alien_bink5.png,1,1,0,0,,,,,1,trials,alien_bink5.png,,empty table.png,dino_bink5.png,alien_bink5.png,want_bink_alien.mp3,,,,,
21,1.60089E+12,23/09/2020 20:31:44,1.60089E+12,-4,23/09/2020 16:33:55,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,19,10,1,LearningTrial1,Zone3,content_audio,7348.95,,,,,0,1,0,,,,,1,trials,alien_flower.png,,empty table.png,dino_flower.png,alien_flower.png,flower.mp3,,,,,
22,1.60089E+12,23/09/2020 20:31:45,1.60089E+12,-4,23/09/2020 16:33:57,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,19,10,2,Screen 1,Zone4,response_button_image,1339.745,,,alien_flower.png,1,1,0,0,,,,,1,trials,alien_flower.png,,empty table.png,dino_flower.png,alien_flower.png,flower.mp3,,,,,
23,1.60089E+12,23/09/2020 20:31:53,1.60089E+12,-4,23/09/2020 16:34:04,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,8,11,1,LearningTrial1,Zone3,content_audio,7691.725,,,,,0,1,0,,,,,1,trials,alien_stad5.png,,empty table.png,alien_stad5.png,dino_stad5.png,like_stad_alien.mp3,,,,,
24,1.60089E+12,23/09/2020 20:31:59,1.60089E+12,-4,23/09/2020 16:34:11,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,8,11,2,Screen 1,Zone2,response_button_image,6414.305,,,alien_stad5.png,1,1,0,0,,,,,1,trials,alien_stad5.png,,empty table.png,alien_stad5.png,dino_stad5.png,like_stad_alien.mp3,,,,,
25,1.60089E+12,23/09/2020 20:32:08,1.60089E+12,-4,23/09/2020 16:34:20,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,7,12,1,LearningTrial1,Zone3,content_audio,9368.49,,,,,0,1,0,,,,,1,trials,alien_wilp5.png,,empty table.png,dino_wilp5.png,alien_wilp5.png,want_wilp_alien.mp3,,,,,
26,1.60089E+12,23/09/2020 20:32:10,1.60089E+12,-4,23/09/2020 16:34:21,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,7,12,2,Screen 1,Zone4,response_button_image,1191.715,,,alien_wilp5.png,1,1,0,0,,,,,1,trials,alien_wilp5.png,,empty table.png,dino_wilp5.png,alien_wilp5.png,want_wilp_alien.mp3,,,,,
